5.29e-04 & 1.79e-04 & 4.51e-04 & 5.36e-04 & 2.76e-05 & -3.82e-04 \\
1.79e-04 & 4.00e-04 & -1.04e-04 & 4.66e-04 & 2.40e-05 & -3.32e-04 \\
4.51e-04 & -1.04e-04 & 1.37e-03 & -3.73e-04 & 7.55e-04 & -2.15e-03 \\
5.36e-04 & 4.66e-04 & -3.73e-04 & 3.97e-03 & -2.95e-03 & 7.84e-03 \\
2.76e-05 & -1.92e-04 & 7.55e-04 & -2.95e-03 & 1.44e-02 & -1.89e-02 \\
-3.82e-04 & -1.33e-03 & -2.15e-03 & 7.84e-03 & -1.89e-02 & 6.89e-01 \\
