2.999878535312173189e-01,4.990752434010298222e-02,5.000690205292432911e-01,1.000810743715780660e-01
2.999878535312173189e-01,4.990752434010298222e-02,5.000690205292432911e-01,1.000810743715780660e-01
2.999750792560791357e-01,4.985832305747753962e-02,5.001169417864637090e-01,1.002660480599780191e-01
2.999750792560791357e-01,4.985832305747753962e-02,5.001169417864637090e-01,1.002660480599780191e-01
2.998472541590908036e-01,4.991270112885250188e-02,5.003870402291978881e-01,1.004305168469158682e-01
2.997948969702128874e-01,4.982699625468280102e-02,5.004205668593746381e-01,1.005064417663689563e-01
2.997948969702128874e-01,4.982699625468280102e-02,5.004205668593746381e-01,1.005064417663689563e-01
2.994837108581666629e-01,4.971259730369469165e-02,5.004930677963317365e-01,1.005833566398832563e-01
2.994837108581666629e-01,4.971259730369469165e-02,5.004930677963317365e-01,1.005833566398832563e-01
2.994837108581666629e-01,4.971259730369469165e-02,5.004930677963317365e-01,1.005833566398832563e-01
2.992651076583648373e-01,4.964355075207399492e-02,5.006885765679894851e-01,1.008659190971226416e-01
2.992651076583648373e-01,4.964355075207399492e-02,5.006885765679894851e-01,1.008659190971226416e-01
2.992046325789936567e-01,4.972161343036049508e-02,5.008053515392409949e-01,1.012176140339540731e-01
2.992046325789936567e-01,4.972161343036049508e-02,5.008053515392409949e-01,1.012176140339540731e-01
2.992046325789936567e-01,4.972161343036049508e-02,5.008053515392409949e-01,1.012176140339540731e-01
2.991203945268975373e-01,4.958384678493654024e-02,5.007947474565104251e-01,1.011845799021174191e-01
2.967714037949843453e-01,4.913467027158574529e-02,5.011795624288014617e-01,1.042279542778930534e-01
2.967714037949843453e-01,4.913467027158574529e-02,5.011795624288014617e-01,1.042279542778930534e-01
2.968607072703180472e-01,4.915338655052067102e-02,5.011888180258370351e-01,1.041563870008996029e-01
2.940135280330812284e-01,4.829650205405770086e-02,5.019729602698472792e-01,1.073220375882043137e-01
2.940230126828993762e-01,4.791741457857503356e-02,5.020943475131089961e-01,1.058312766674965877e-01
2.940230126828993762e-01,4.791741457857503356e-02,5.020943475131089961e-01,1.058312766674965877e-01
2.943825901297424941e-01,4.796491289986777595e-02,5.021289238675888944e-01,1.056004977560560665e-01
2.943825901297424941e-01,4.796491289986777595e-02,5.021289238675888944e-01,1.056004977560560665e-01
2.947386803003654854e-01,4.797624282790931283e-02,5.021313116965439027e-01,1.052733047919563042e-01
2.947386803003654854e-01,4.797624282790931283e-02,5.021313116965439027e-01,1.052733047919563042e-01
2.947386803003654854e-01,4.797624282790931283e-02,5.021313116965439027e-01,1.052733047919563042e-01
2.966251217418591213e-01,4.796018099669632773e-02,5.029567581175020674e-01,1.034319940509103725e-01
2.989963944746086844e-01,4.832467720191825633e-02,5.035126186243890078e-01,1.054221750540548230e-01
3.023065313142353494e-01,5.677150298488975455e-02,5.074692774068367829e-01,1.030060872340903683e-01
3.023065313142353494e-01,5.677150298488975455e-02,5.074692774068367829e-01,1.030060872340903683e-01
3.023065313142353494e-01,5.677150298488975455e-02,5.074692774068367829e-01,1.030060872340903683e-01
3.023065313142353494e-01,5.677150298488975455e-02,5.074692774068367829e-01,1.030060872340903683e-01
3.029500911361678872e-01,6.214297052610903704e-02,5.143649168553342532e-01,1.038935791022953387e-01
2.953908009956940361e-01,5.863788111292012051e-02,5.190352610253606835e-01,1.038101190768207227e-01
2.953908009956940361e-01,5.863788111292012051e-02,5.190352610253606835e-01,1.038101190768207227e-01
2.953908009956940361e-01,5.863788111292012051e-02,5.190352610253606835e-01,1.038101190768207227e-01
2.758868055954369902e-01,4.674555050013370905e-02,5.279422371660188462e-01,1.080898055909764871e-01
2.758868055954369902e-01,4.674555050013370905e-02,5.279422371660188462e-01,1.080898055909764871e-01
3.849147199507769179e-01,5.705597313889947120e-02,5.701085738918411083e-01,1.237089802708988551e-01
3.317040176595894008e-01,8.385417201450626190e-02,5.820853823070099020e-01,1.550031026162655701e-01
3.340902511221350291e-01,8.968265205879048796e-02,5.978124969357249130e-01,1.658629720322842005e-01
3.354049578799707110e-01,9.122090033374138929e-02,5.983986426048646390e-01,1.653901725129163225e-01
3.354049578799707110e-01,9.122090033374138929e-02,5.983986426048646390e-01,1.653901725129163225e-01
3.354049578799707110e-01,9.122090033374138929e-02,5.983986426048646390e-01,1.653901725129163225e-01
